lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,landuse = commercial,0,1,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,landuse = construction,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,landuse = farmland,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,landuse = farmyard,0,1,0,0,0,0,0,0,5,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.833
,landuse = residential,0,2,0,0,0,0,0,0,2,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500
,landuse = retail,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,leisure = park,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,leisure = garden,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = marketplace,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,place = *,0,0,0,0,0,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.857
,residential = *,0,20,0,0,0,0,0,0,2,0.000,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.091
,landuse = *,0,1,1,6,0,0,0,0,40,0.000,0.021,0.021,0.125,0.000,0.000,0.000,0.000,0.833
#,natural,0,0,0,2,0,0,2,0,19,0.000,0.000,0.000,0.087,0.000,0.000,0.087,0.000,0.826
,place = island,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,place = islet,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,landuse = forest,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,leisure = nature_reserve,0,0,0,2,0,0,1,0,13,0.000,0.000,0.000,0.125,0.000,0.000,0.062,0.000,0.812
,boundary = *,0,0,0,2,0,0,2,0,15,0.000,0.000,0.000,0.105,0.000,0.000,0.105,0.000,0.789
,natural = *,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,ele = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,water,0,1,0,1,0,0,0,0,2,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.500
,waterway = drain,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,waterway = ditch,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,waterway = stream,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,waterway = river,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,waterway = canal,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,type = waterway,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,type = watershed,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,natural = water,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,natural = spring,0,1,0,1,0,0,0,0,1,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.333
,tunnel = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,waterway = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,water = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,highway,8,621,106,3,2,0,11,0,54,0.010,0.771,0.132,0.004,0.002,0.000,0.014,0.000,0.067
,highway = motorway,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = trunk,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = primary,2,0,0,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = secondary,2,32,0,0,0,0,0,0,0,0.059,0.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = tertiary,4,417,103,0,0,0,5,0,42,0.007,0.730,0.180,0.000,0.000,0.000,0.009,0.000,0.074
,highway = unclassified,0,42,0,0,0,0,4,0,10,0.000,0.750,0.000,0.000,0.000,0.000,0.071,0.000,0.179
,highway = residential,0,99,1,0,2,0,0,0,2,0.000,0.952,0.010,0.000,0.019,0.000,0.000,0.000,0.019
,highway = service,0,8,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = track,0,8,1,0,0,0,2,0,0,0.000,0.727,0.091,0.000,0.000,0.000,0.182,0.000,0.000
,type = associatedStreet,0,0,0,3,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
,type = street,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,highway = *,0,15,1,0,0,0,0,0,0,0.000,0.938,0.062,0.000,0.000,0.000,0.000,0.000,0.000
,bridge = *,1,40,4,0,0,0,2,0,4,0.020,0.784,0.078,0.000,0.000,0.000,0.039,0.000,0.078
#,public_transport,2,12,0,0,0,0,0,0,9,0.087,0.522,0.000,0.000,0.000,0.000,0.000,0.000,0.391
,highway = bus_stop,2,6,0,0,0,0,0,0,0,0.250,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,type = route,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,type = route_master,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,type = disused:route,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,type = public_transport,0,3,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = train_station,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = transportation,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = bus_station,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = ferry_terminal,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,public_transport = *,2,12,0,0,0,0,0,0,3,0.118,0.706,0.000,0.000,0.000,0.000,0.000,0.000,0.176
,route = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,route_master = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,railway = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,aeroway = *,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,industrial,0,2,0,7,0,0,2,0,145,0.000,0.013,0.000,0.045,0.000,0.000,0.013,0.000,0.929
,landuse = industrial,0,1,0,6,0,0,2,0,131,0.000,0.007,0.000,0.043,0.000,0.000,0.014,0.000,0.936
,building = industrial,0,1,0,1,0,0,0,0,13,0.000,0.067,0.000,0.067,0.000,0.000,0.000,0.000,0.867
,building = warehouse,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,office = construction_company,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,industrial = *,0,0,0,2,0,0,1,0,14,0.000,0.000,0.000,0.118,0.000,0.000,0.059,0.000,0.824
#,infrastructure,18,126,20,13,1,1,2,0,552,0.025,0.172,0.027,0.018,0.001,0.001,0.003,0.000,0.753
,amenity = fuel,16,0,0,0,0,0,0,0,127,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.888
,building = service,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,barrier = *,0,38,0,11,1,1,1,0,327,0.000,0.100,0.000,0.029,0.003,0.003,0.003,0.000,0.863
,power = *,0,1,1,2,0,0,0,0,110,0.000,0.009,0.009,0.018,0.000,0.000,0.000,0.000,0.965
,substation = *,0,0,1,2,0,0,0,0,68,0.000,0.000,0.014,0.028,0.000,0.000,0.000,0.000,0.958
,pipeline = *,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,man_made = *,0,4,0,1,0,0,1,0,38,0.000,0.091,0.000,0.023,0.000,0.000,0.023,0.000,0.864
,embankment = *,2,83,19,0,0,0,0,0,2,0.019,0.783,0.179,0.000,0.000,0.000,0.000,0.000,0.019
#,religion,0,3,0,1,0,0,0,0,7,0.000,0.273,0.000,0.091,0.000,0.000,0.000,0.000,0.636
,amenity = place_of_worship,0,1,0,1,0,0,0,0,7,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.778
,amenity = monastery,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = grave_yard,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = church,0,2,0,1,0,0,0,0,5,0.000,0.250,0.000,0.125,0.000,0.000,0.000,0.000,0.625
,building = cathedral,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = chapel,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,religion = *,0,2,0,1,0,0,0,0,7,0.000,0.200,0.000,0.100,0.000,0.000,0.000,0.000,0.700
,cemetery = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,education,0,37,1,20,3,3,3,71,738,0.000,0.042,0.001,0.023,0.003,0.003,0.003,0.081,0.842
,landuse = education,0,3,0,1,0,0,0,0,44,0.000,0.062,0.000,0.021,0.000,0.000,0.000,0.000,0.917
,amenity = university,0,0,0,0,0,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = college,0,4,0,4,0,0,0,0,61,0.000,0.058,0.000,0.058,0.000,0.000,0.000,0.000,0.884
,amenity = school,0,15,1,9,2,1,1,1,379,0.000,0.037,0.002,0.022,0.005,0.002,0.002,0.002,0.927
,amenity = kindergarten,0,4,0,5,1,0,2,1,200,0.000,0.019,0.000,0.023,0.005,0.000,0.009,0.005,0.939
,amenity = arts_centre,0,0,0,0,0,0,0,0,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = music_school,0,0,0,0,0,0,0,1,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.917
,building = university,0,0,0,1,0,0,0,0,1,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
,building = college,0,1,0,0,0,0,0,0,7,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.875
,building = school,0,2,0,1,0,2,0,35,29,0.000,0.029,0.000,0.014,0.000,0.029,0.000,0.507,0.420
,building = kindergarten,0,11,0,0,0,0,0,33,20,0.000,0.172,0.000,0.000,0.000,0.000,0.000,0.516,0.312
,building = dormitory,0,0,0,0,0,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = educational_institution,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,faculty = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,healthcare,0,7,1,5,3,0,0,0,271,0.000,0.024,0.003,0.017,0.010,0.000,0.000,0.000,0.944
,amenity = hospital,0,0,0,1,1,0,0,0,56,0.000,0.000,0.000,0.017,0.017,0.000,0.000,0.000,0.966
,amenity = pharmacy,0,0,0,0,0,0,0,0,107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = clinic,0,1,1,2,1,0,0,0,72,0.000,0.013,0.013,0.026,0.013,0.000,0.000,0.000,0.935
,amenity = doctors,0,6,0,1,1,0,0,0,12,0.000,0.300,0.000,0.050,0.050,0.000,0.000,0.000,0.600
,amenity = dentist,0,0,0,0,0,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = veterinary,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = hospital,0,0,0,0,0,0,0,0,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = clinic,0,0,1,0,0,0,0,0,8,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.889
,emergency = *,0,0,0,1,0,0,0,0,35,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.972
,healthcare = *,0,4,1,4,2,0,0,0,194,0.000,0.020,0.005,0.020,0.010,0.000,0.000,0.000,0.946
#,government,0,21,0,53,0,1,2,4,300,0.000,0.055,0.000,0.139,0.000,0.003,0.005,0.010,0.787
,amenity = fire_station,0,2,0,0,0,0,0,0,14,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.875
,amenity = ranger_station,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = townhall,0,0,0,1,0,0,0,0,13,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.929
,amenity = post_office,0,8,0,39,0,0,0,0,70,0.000,0.068,0.000,0.333,0.000,0.000,0.000,0.000,0.598
,amenity = post_box,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = police,0,2,0,1,0,0,0,0,25,0.000,0.071,0.000,0.036,0.000,0.000,0.000,0.000,0.893
,amenity = prison,0,1,0,1,0,0,0,0,1,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.333
,amenity = courthouse,0,0,0,1,0,0,0,0,3,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.750
,amenity = customs,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = mortuary,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = library,0,1,0,3,0,0,0,0,11,0.000,0.067,0.000,0.200,0.000,0.000,0.000,0.000,0.733
,amenity = theatre,0,1,0,0,0,0,0,0,4,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.800
,amenity = cinema,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = community_centre,0,0,0,2,0,0,0,0,16,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.889
,amenity = social_facility,0,2,0,0,0,0,0,0,13,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.867
,amenity = public_building,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = public_bath,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = vehicle_inspection,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = government,0,2,0,4,0,0,0,3,86,0.000,0.021,0.000,0.042,0.000,0.000,0.000,0.032,0.905
,office = diplomatic,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,office = newspaper,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = research,0,1,0,0,0,0,0,0,14,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.933
,office = forestry,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,office = energy_supplier,0,0,0,1,0,1,0,0,2,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.500
,office = utility,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,office = foundation,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = notary,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = public,0,1,0,0,0,0,0,1,12,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.071,0.857
,landuse = military,0,0,0,0,0,0,2,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.714
,government = *,0,1,0,3,0,0,0,2,57,0.000,0.016,0.000,0.048,0.000,0.000,0.000,0.032,0.905
,military = *,0,0,0,0,0,0,1,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.750
,embassy = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,diplomatic = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,bank,0,1,0,9,0,0,0,0,53,0.000,0.016,0.000,0.143,0.000,0.000,0.000,0.000,0.841
,amenity = atm,0,0,0,0,0,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = bank,0,1,0,9,0,0,0,0,37,0.000,0.021,0.000,0.191,0.000,0.000,0.000,0.000,0.787
,amenity = bureau_de_change,0,0,0,0,0,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,tourism,0,4,0,2,2,0,0,1,37,0.000,0.087,0.000,0.043,0.043,0.000,0.000,0.022,0.804
,building = bunker,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = ruins,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = fountain,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,tourism = *,0,4,0,2,2,0,0,0,33,0.000,0.098,0.000,0.049,0.049,0.000,0.000,0.000,0.805
,historic = *,0,0,0,0,1,0,0,1,5,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.143,0.714
,memorial = *,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,ruins = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,information = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,attraction = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,artwork_type = *,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,sport,0,1,1,3,0,0,0,0,44,0.000,0.020,0.020,0.061,0.000,0.000,0.000,0.000,0.898
,amenity = sanatorium,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,leisure = *,0,1,1,3,0,0,0,0,39,0.000,0.023,0.023,0.068,0.000,0.000,0.000,0.000,0.886
,sport = *,0,0,0,2,0,0,0,0,16,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.889
,resort = *,0,0,1,1,0,0,0,0,6,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.750
#,office,0,2,1,2,0,0,0,0,101,0.000,0.019,0.009,0.019,0.000,0.000,0.000,0.000,0.953
,office = *,0,2,1,2,0,0,0,0,101,0.000,0.019,0.009,0.019,0.000,0.000,0.000,0.000,0.953
#,amenity,16,11,0,4,1,0,0,3,206,0.066,0.046,0.000,0.017,0.004,0.000,0.000,0.012,0.855
,amenity = cafe,0,0,0,0,0,0,0,0,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = fast_food,0,2,0,0,0,0,0,0,2,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500
,amenity = restaurant,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = bar,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = convenience,6,1,0,0,0,0,0,0,76,0.072,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.916
,shop = clothes,0,0,0,1,0,0,0,1,4,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.667
,shop = car_repair,0,1,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,shop = hairdresser,0,2,0,1,0,0,0,0,2,0.000,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.400
,shop = chemist,0,0,0,2,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
,shop = supermarket,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = car_parts,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = furniture,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = hardware,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = kiosk,5,0,0,0,0,0,0,0,1,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167
,shop = doityourself,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = pet,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = florist,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,shop = beauty,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = mobile_phone,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = shoes,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,shop = newsagent,0,0,0,0,0,0,0,0,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = electronics,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,shop = alcohol,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = jewelry,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = mall,0,0,0,0,1,0,0,0,1,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
,shop = butcher,0,1,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,shop = cosmetics,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,craft = shoemaker,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = *,0,1,0,0,0,0,0,0,11,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.917
,shop = *,5,3,0,1,0,0,0,2,42,0.094,0.057,0.000,0.019,0.000,0.000,0.000,0.038,0.792
